client_id,first_issue_date,first_redeem_date,age,gender,first_name,middle_name,last_name
762112138000,2023-06-10 20:11:53,2024-05-28 01:32:19,30,Male,Le,Quoc,Tuyet
367211800583,2020-08-05 03:19:17,2023-01-20 16:59:00,32,Binary,Le Van,Quoc,Quynh
655566261603,2020-12-17 01:01:42,2022-05-05 20:58:09,53,Non-binary,Pham Van,Tam,Thuy
131026682350,2022-08-06 20:38:20,2022-08-15 12:32:24,23,Non-binary,Nguyen Van,Hanh,Tam
372165070843,2020-08-07 21:39:57,2024-12-21 10:28:53,57,Non-binary,Pham Van,Huu,Tam
964781902288,2023-12-07 06:44:41,2024-02-02 18:31:09,30,Binary,Tran,Thanh,Tram
770808337355,2024-03-18 12:34:32,2025-01-20 12:43:27,47,Binary,Le Van,"[\"James\", \"Robert\", \"William\", \"David\", \"Richard\", \"Joseph\", \"Charles\", \"Thomas\", \"Christopher\", \"Daniel\", \"Matthew\", \"Anthony\", \"Mark\", \"Donald\", \"Steven\"]",Minh
384943201014,2023-06-16 10:39:42,2024-03-15 01:42:57,43,Non-binary,Vu,Thien,Trang
713594309823,2025-01-15 01:30:45,2025-06-02 00:40:30,25,Female,Nguyen Van,Khanh,Tam
729153612591,2021-10-06 06:12:51,2025-04-06 14:53:38,61,Non-binary,Pham,Minh,Lan
471364958358,2023-11-20 22:58:59,2024-09-09 00:52:41,37,Other,Vu,Nhat,Ngoc
527028143549,2024-12-28 00:45:57,2025-01-05 07:23:16,21,Other,Pham Van,Tuan,Thuy
209479641099,2024-06-09 04:40:07,2024-07-01 00:59:39,55,Other,Ly,Duc,Thuy
361982608169,2022-08-06 05:54:38,2024-10-31 20:22:52,46,Non-binary,Vu,Huu,Thuy
185396037932,2020-10-24 01:40:24,2022-12-11 16:03:48,37,Male,Ha,Tam,Tram
377127600282,2020-02-23 11:35:05,2023-02-16 13:03:09,33,Other,Nguyen Thi,Thi,Thuy
146558222162,2023-04-24 19:46:21,2024-11-29 18:27:44,19,Male,Vu,"[\"James\", \"Robert\", \"William\", \"David\", \"Richard\", \"Joseph\", \"Charles\", \"Thomas\", \"Christopher\", \"Daniel\", \"Matthew\", \"Anthony\", \"Mark\", \"Donald\", \"Steven\"]",Linh
235387066178,2020-03-23 14:17:10,2025-04-03 15:03:40,50,Binary,Nguyen,Trung,Hanh
812972454314,2024-05-03 21:02:05,2025-01-08 20:22:08,62,Binary,Tran Thi,Minh,Thao
476825198097,2020-12-19 17:00:30,2023-09-23 15:56:13,35,Male,Nguyen Thi,Minh,Phuong
883304026535,2022-06-18 20:00:31,2024-12-22 03:50:01,56,Female,Ho Thi,Huu,"[\"Smith\", \"Johnson\", \"Williams\", \"Jones\", \"Brown\", \"Davis\", \"Miller\", \"Wilson\", \"Moore\", \"Taylor\", \"Anderson\", \"Thomas\", \"Jackson\", \"White\", \"Harris\"]"
830092096970,2022-11-06 21:54:14,2024-12-29 12:44:59,42,Other,Truong,Tam,Ngoc
814934996110,2021-09-07 13:52:00,2024-10-10 16:11:42,61,Other,Vo,Khanh,Nhi
611709577883,2023-12-13 20:54:01,2024-11-15 10:35:50,42,Binary,Pham Van,Thi,Hanh
963279679639,2020-12-25 05:25:12,2022-06-01 18:02:52,26,Female,Tran Thi,Van,Phuong
277773943837,2020-09-19 06:36:15,2020-11-12 13:36:02,49,Binary,Tran Thi,Huu,Thuy
907077046095,2022-10-11 12:36:36,2024-09-12 19:23:23,54,Female,Pham Van,Hanh,Trang
727359663719,2021-04-25 10:43:40,2022-07-15 23:56:22,28,Binary,Ly,Nhat,Ngoc
814742992469,2020-07-09 18:27:01,2024-11-22 22:51:02,39,Other,Ngoc,Hai,Thuy
188165012923,2020-03-14 12:25:34,2020-12-04 23:34:43,61,Non-binary,Le Thi,Thanh,Yen
466464383972,2025-04-01 05:12:26,2025-04-04 22:30:16,61,Non-binary,Do,Thanh,Quynh
652651699396,2024-08-24 09:37:33,2025-02-12 19:35:48,38,Other,Do,Thien,Ngoc
165863324633,2020-05-08 17:45:08,2023-12-06 18:46:03,36,Binary,Duong,Minh,Quynh
417673068953,2023-04-13 07:48:50,2024-08-12 11:23:55,37,Non-binary,Ngo,Thi,Linh
603022906516,2020-06-17 00:58:27,2023-10-08 15:26:49,56,Non-binary,Nguyen Van,Phuoc,Yen
258519235304,2021-02-12 06:38:02,2021-02-13 06:24:49,31,Non-binary,Ngoc,Hanh,Mai
843641207065,2020-07-06 17:41:23,2024-03-22 09:37:42,63,Other,Ha,Minh,Tram
652119453848,2021-03-23 14:15:10,2024-01-11 03:54:38,31,Female,Pham,Hanh,Tuyet
136749635929,2020-08-08 21:11:59,2022-02-26 23:45:47,63,Binary,Tran,Tam,Hoa
202504264472,2023-10-13 05:04:12,2024-03-16 16:55:05,56,Binary,Vu,"[\"James\", \"Robert\", \"William\", \"David\", \"Richard\", \"Joseph\", \"Charles\", \"Thomas\", \"Christopher\", \"Daniel\", \"Matthew\", \"Anthony\", \"Mark\", \"Donald\", \"Steven\"]",Tam
556116485798,2020-10-24 02:17:48,2023-08-22 04:51:11,41,Female,Dang,Hanh,Thao
159683991714,2021-08-24 17:09:13,2023-10-30 02:22:53,48,Female,Bui,Thi,Thuy
698345526621,2024-03-19 20:14:20,2025-05-12 18:29:14,23,Binary,Ngo,Nhat,Thuy
955586717676,2024-02-17 17:33:09,2024-09-18 01:38:36,58,Female,Ly,Trung,Ngoc
488151450854,2025-04-10 21:34:05,2025-04-14 12:32:18,36,Other,Tran Van,Hai,Lan
528387680944,2023-10-10 00:23:39,2023-12-15 18:04:55,41,Non-binary,Pham Van,Nhat,Thuy
107817701864,2022-09-28 04:11:25,2024-06-30 17:40:23,44,Female,Ha,Thi,Tam
651280573881,2021-10-15 17:04:18,2023-03-05 14:39:04,20,Binary,Nguyen Thi,"[\"Lee\", \"Kim\", \"Park\", \"Choi\", \"Lim\", \"Yoon\", \"Cho\", \"Kwon\", \"Im\", \"Jung\", \"Oh\", \"Seo\", \"Han\", \"Ryu\", \"Hwang\"]",Mai
730186425110,2021-09-05 18:25:33,2024-10-29 23:52:58,58,Female,Phan,Hanh,Quynh
867603595506,2020-10-01 10:56:52,2024-01-07 15:46:36,58,Non-binary,Vo,"[\"James\", \"Robert\", \"William\", \"David\", \"Richard\", \"Joseph\", \"Charles\", \"Thomas\", \"Christopher\", \"Daniel\", \"Matthew\", \"Anthony\", \"Mark\", \"Donald\", \"Steven\"]",Nhi
860474480356,2023-06-05 08:07:16,2024-01-20 11:01:54,62,Female,Ly,Thanh,Lan
962295733494,2020-07-29 00:34:09,2025-04-26 18:16:27,46,Other,Ngo,Van,Ngoc
886964542696,2020-07-12 12:34:47,2024-12-24 21:53:43,41,Non-binary,Ly,Minh,"[\"Smith\", \"Johnson\", \"Williams\", \"Jones\", \"Brown\", \"Davis\", \"Miller\", \"Wilson\", \"Moore\", \"Taylor\", \"Anderson\", \"Thomas\", \"Jackson\", \"White\", \"Harris\"]"
532775345130,2022-12-13 17:24:49,2024-11-13 05:57:13,45,Other,Tran Van,Tam,Thuy
251077713852,2025-01-18 10:11:26,2025-05-28 14:18:52,39,Binary,Truong,Tam,Thuy
961139973036,2023-12-03 20:26:44,2024-10-18 23:43:26,32,Female,Pham,Van,Tuyet
340669024168,2023-02-08 04:16:25,2023-07-10 04:25:57,65,Male,Tran Van,Tam,Ngoc
493117203838,2025-01-31 14:34:16,2025-05-17 22:37:04,20,Other,Le Thi,Phuoc,Lan
704105121348,2024-04-22 06:04:50,2025-01-23 05:28:35,57,Non-binary,Vo,Duc,Yen
305216485858,2021-06-05 18:25:07,2023-08-15 04:32:24,25,Female,Le Van,Tam,Quynh
624318959135,2024-01-01 23:06:16,2024-11-13 23:51:59,22,Non-binary,Tran,Huu,Thuy
575628317850,2021-06-15 01:17:03,2022-11-29 19:04:19,25,Non-binary,Tran Thi,Duc,Thuy
892308799465,2024-10-05 04:10:03,2025-01-13 13:38:13,61,Male,Vu,Phuoc,Hanh
326068460074,2020-09-02 18:28:27,2024-11-29 20:47:33,56,Other,Ho Thi,Minh,Mai
127960494958,2020-05-28 04:49:40,2022-10-01 06:34:23,34,Binary,Dang,Duc,Ngoc
965181833500,2020-08-14 13:56:05,2021-11-11 15:02:50,53,Male,Vo,Duc,Tam
663325476731,2023-09-12 21:40:33,2023-11-19 15:15:06,55,Male,Ly,Trung,Lan
651905833986,2022-02-14 13:02:03,2023-08-03 01:20:33,54,Non-binary,Duong,Khanh,Phuong
136661377629,2024-09-16 10:53:30,2025-04-25 06:32:50,36,Non-binary,Do,Duc,Tam
369290216120,2023-06-07 00:08:06,2023-06-19 03:38:20,65,Female,Tran,"[\"James\", \"Robert\", \"William\", \"David\", \"Richard\", \"Joseph\", \"Charles\", \"Thomas\", \"Christopher\", \"Daniel\", \"Matthew\", \"Anthony\", \"Mark\", \"Donald\", \"Steven\"]",Nhi
956065234273,2023-07-04 00:32:08,2024-06-24 17:10:48,57,Female,Nguyen Van,Hai,Mai
380005124498,2022-07-14 23:30:46,2022-07-27 03:21:04,51,Female,"[\"John\", \"Jane\", \"Michael\", \"Sarah\", \"David\", \"Emily\", \"Daniel\", \"Jessica\", \"Matthew\", \"Ashley\", \"Christopher\", \"Amanda\", \"Joshua\", \"Megan\", \"Andrew\"]",Huu,Minh
973417117414,2024-10-01 21:28:05,2024-12-28 00:37:25,30,Binary,Le Van,Duc,Tam
152110552428,2020-02-22 10:10:17,2020-03-27 17:19:07,20,Non-binary,Le Van,Huu,Thao
517123228852,2023-04-06 17:16:46,2024-09-29 04:41:21,34,Other,Ly,"[\"Lee\", \"Kim\", \"Park\", \"Choi\", \"Lim\", \"Yoon\", \"Cho\", \"Kwon\", \"Im\", \"Jung\", \"Oh\", \"Seo\", \"Han\", \"Ryu\", \"Hwang\"]",Phuong
379779555867,2020-09-24 13:40:09,2022-01-13 19:48:49,46,Binary,Tran,Thanh,Minh
207893009693,2023-12-15 13:16:57,2025-04-10 07:28:17,43,Non-binary,Dang,Duc,Linh
833065365697,2022-03-29 19:15:16,2023-01-07 07:33:50,32,Female,Duong,Minh,Nhi
958640768626,2025-05-23 05:51:56,2025-06-02 04:25:44,27,Binary,Tran Thi,Quoc,Ngoc
559298012348,2022-02-20 02:09:14,2024-05-06 04:05:21,65,Male,Le,Thien,Thuy
733152270360,2022-05-24 03:41:12,2022-10-20 23:59:27,42,Other,Tran,Thanh,Quynh
175449079437,2020-12-03 09:27:49,2023-12-03 16:46:12,48,Other,Tran,Khanh,Minh
407637839423,2024-09-05 23:22:14,2024-12-17 10:02:00,56,Female,Do,"[\"James\", \"Robert\", \"William\", \"David\", \"Richard\", \"Joseph\", \"Charles\", \"Thomas\", \"Christopher\", \"Daniel\", \"Matthew\", \"Anthony\", \"Mark\", \"Donald\", \"Steven\"]",Nhi
896521533497,2021-04-10 06:10:36,2022-09-19 00:08:21,45,Male,Phan,Trung,Thuy
393165170761,2021-08-31 16:54:51,2025-01-31 20:45:43,56,Binary,Le,Thien,Phuong
278367615199,2024-09-21 18:37:10,2025-01-06 07:47:08,53,Female,Pham Van,"[\"James\", \"Robert\", \"William\", \"David\", \"Richard\", \"Joseph\", \"Charles\", \"Thomas\", \"Christopher\", \"Daniel\", \"Matthew\", \"Anthony\", \"Mark\", \"Donald\", \"Steven\"]",Trang
603473399707,2024-06-29 02:04:36,2024-11-03 08:02:01,49,Non-binary,Hoang,Tam,Minh
209029351177,2025-01-15 22:45:19,2025-03-19 04:59:14,19,Male,Phan,Khanh,Ngoc
744089549856,2023-01-12 23:39:27,2024-04-30 04:11:26,36,Non-binary,Ly,"[\"Lee\", \"Kim\", \"Park\", \"Choi\", \"Lim\", \"Yoon\", \"Cho\", \"Kwon\", \"Im\", \"Jung\", \"Oh\", \"Seo\", \"Han\", \"Ryu\", \"Hwang\"]",Minh
366811626525,2024-07-01 22:13:33,2024-12-01 08:45:47,51,Other,Ha,"[\"James\", \"Robert\", \"William\", \"David\", \"Richard\", \"Joseph\", \"Charles\", \"Thomas\", \"Christopher\", \"Daniel\", \"Matthew\", \"Anthony\", \"Mark\", \"Donald\", \"Steven\"]",Thuy
176304501361,2024-10-25 16:56:32,2025-02-09 20:53:12,34,Female,Pham Van,"[\"James\", \"Robert\", \"William\", \"David\", \"Richard\", \"Joseph\", \"Charles\", \"Thomas\", \"Christopher\", \"Daniel\", \"Matthew\", \"Anthony\", \"Mark\", \"Donald\", \"Steven\"]",Quynh
489478583575,2024-04-17 02:45:09,2024-05-13 12:19:48,34,Male,Phan,Nhat,Yen
883479027437,2021-07-10 11:58:57,2023-11-09 11:41:07,58,Non-binary,"[\"John\", \"Jane\", \"Michael\", \"Sarah\", \"David\", \"Emily\", \"Daniel\", \"Jessica\", \"Matthew\", \"Ashley\", \"Christopher\", \"Amanda\", \"Joshua\", \"Megan\", \"Andrew\"]",Trung,Ngoc
446554340044,2024-06-13 05:25:36,2025-05-23 01:56:30,31,Non-binary,Pham Van,Thi,Thuy
895377218615,2021-09-26 19:07:34,2021-12-11 20:08:34,29,Male,Nguyen,Hanh,"[\"Smith\", \"Johnson\", \"Williams\", \"Jones\", \"Brown\", \"Davis\", \"Miller\", \"Wilson\", \"Moore\", \"Taylor\", \"Anderson\", \"Thomas\", \"Jackson\", \"White\", \"Harris\"]"
714537271693,2024-12-08 13:12:58,2025-05-21 10:52:11,54,Female,Phan,Trung,Lan
988291496695,2022-07-20 04:03:09,2023-01-14 08:07:50,48,Other,Le,Trung,Phuong
497584695006,2024-12-04 00:57:10,2025-05-15 19:19:30,56,Female,Do,Huu,Linh
730478277445,2022-06-26 01:54:29,2022-12-20 15:28:39,24,Non-binary,Ngo,Phuoc,Phuong
745200102252,2020-10-03 21:59:16,2023-08-31 03:24:10,46,Male,Pham Van,Thi,Tram
187841749693,2021-02-17 08:44:05,2023-10-02 22:03:33,48,Other,Ha,Thien,Ngoc
126271601757,2021-11-23 05:50:35,2025-05-22 14:41:11,23,Other,Pham,Hai,Lan
509118727747,2021-06-10 02:38:41,2022-07-28 01:37:31,48,Non-binary,Do,Trung,Lan
926992889693,2021-09-09 00:51:42,2025-05-12 05:51:06,65,Other,Le,Thanh,Trang
959463923365,2023-03-06 23:08:17,2023-07-05 09:27:41,26,Binary,Ho Thi,Quoc,Nhi
324758197607,2024-05-05 21:09:46,2025-05-31 16:57:45,36,Male,Le Thi,Nhat,Linh
446662876081,2022-02-16 15:00:39,2023-09-28 22:18:35,22,Non-binary,Tran,Thanh,Thuy
926511849795,2021-02-21 06:26:49,2025-03-02 15:38:42,47,Male,Phan,Phuoc,Thao
300047498252,2020-11-01 15:36:30,2022-03-21 17:00:55,60,Non-binary,Pham Van,Hai,Tam
792043366033,2023-11-28 00:28:55,2025-05-16 00:08:44,21,Female,Ly,Minh,Tram
929667543436,2022-01-09 10:21:17,2025-01-02 20:58:29,47,Other,Vo,Nhat,Thao
397657615580,2024-10-06 05:39:04,2025-02-13 10:09:50,22,Other,Do,Van,Thuy
712898508066,2020-08-28 19:54:47,2021-05-18 23:11:19,63,Female,Ly,Phuoc,Lan
355559816245,2022-07-24 09:44:52,2023-11-24 10:23:03,23,Non-binary,Vu,Nhat,Hanh
234716712637,2021-06-06 00:53:57,2025-06-01 20:26:59,43,Non-binary,Le,Huu,Thuy
611733441233,2020-05-13 00:26:35,2021-05-06 00:06:12,61,Binary,Ho Thi,Trung,Nhi
482122731776,2023-04-11 20:40:50,2023-04-16 04:22:51,45,Female,Bui,Van,Mai
627610636592,2021-11-13 17:33:13,2024-12-16 22:07:35,40,Other,Le Van,Van,Trang
462896708779,2020-10-05 17:00:20,2024-07-20 07:34:38,21,Female,Vo,Thi,Thuy
505480660638,2024-07-27 15:23:59,2025-05-13 00:06:21,31,Male,Duong,Minh,Tam
698863342554,2023-09-24 15:44:27,2024-11-26 23:50:04,65,Female,Pham,Khanh,Linh
485671367654,2022-08-23 04:47:00,2024-02-29 03:07:11,65,Female,Nguyen Van,Huu,Hanh
642810827767,2024-06-01 12:06:28,2025-05-17 02:16:35,40,Other,Ho Thi,Phuoc,Linh
318665126079,2021-11-28 13:16:36,2022-05-27 06:47:21,53,Non-binary,Nguyen Van,Trung,Thuy
948010669374,2021-07-24 15:05:02,2022-02-20 07:22:59,54,Non-binary,Hoang,Tam,Thuy
517756133846,2020-06-15 04:07:27,2025-04-23 16:49:29,65,Other,Nguyen,Hai,Thuy
928425099669,2022-05-12 17:17:13,2022-05-23 14:55:57,45,Non-binary,"[\"John\", \"Jane\", \"Michael\", \"Sarah\", \"David\", \"Emily\", \"Daniel\", \"Jessica\", \"Matthew\", \"Ashley\", \"Christopher\", \"Amanda\", \"Joshua\", \"Megan\", \"Andrew\"]",Trung,Linh
207009109146,2020-02-20 16:45:04,2022-07-08 02:53:41,27,Female,Duong,Thien,Mai
686077671093,2023-04-21 15:06:07,2024-06-02 22:33:26,25,Non-binary,Bui,Quoc,Thuy
587222205785,2023-11-05 02:03:19,2025-02-14 09:30:55,27,Non-binary,Le Thi,Thien,Quynh
511763939217,2022-11-28 22:13:12,2023-05-13 07:05:42,41,Non-binary,Truong,Huu,Nhi
850432019766,2024-12-25 21:31:57,2025-06-01 04:50:37,43,Binary,Le Thi,Tam,Ngoc
371464736389,2023-06-10 07:34:40,2023-10-28 20:01:24,45,Non-binary,Do,Hai,Nhi
379416106695,2021-10-28 07:08:34,2025-03-02 14:23:21,39,Other,Nguyen,Tam,"[\"Smith\", \"Johnson\", \"Williams\", \"Jones\", \"Brown\", \"Davis\", \"Miller\", \"Wilson\", \"Moore\", \"Taylor\", \"Anderson\", \"Thomas\", \"Jackson\", \"White\", \"Harris\"]"
375220851695,2024-08-28 14:27:27,2025-02-03 07:58:10,63,Binary,Vo,Nhat,Quynh
522418797180,2024-05-23 22:29:56,2025-03-04 10:51:24,64,Non-binary,Ha,Van,Minh
294523439480,2024-10-07 19:21:51,2025-04-15 00:18:25,33,Other,Duong,Thien,Nhi
173450478565,2024-11-18 08:30:32,2025-02-04 16:19:39,50,Binary,Dang,Nhat,Thuy
612832390783,2021-01-10 22:38:46,2021-05-15 17:20:34,28,Non-binary,Le,Thien,Minh
480775376295,2024-01-27 11:02:54,2024-06-23 07:51:13,21,Binary,Tran Thi,Phuoc,Phuong
102990731064,2024-07-10 01:22:11,2024-12-25 19:57:25,22,Other,Ha,Trung,Lan
750279011108,2020-06-18 17:20:14,2025-04-14 00:58:42,50,Binary,Ho Thi,Hai,Hanh
577422191632,2021-02-17 12:31:12,2022-03-05 15:01:52,25,Other,Ngo,Minh,Mai
719852198493,2020-01-15 18:25:16,2023-10-09 06:43:35,62,Non-binary,Ly,Thi,Thuy
258072606205,2023-03-28 15:43:33,2025-01-29 19:30:02,43,Female,Le,Quoc,Lan
574709357522,2024-02-19 07:45:24,2024-05-28 17:53:58,46,Binary,Le Van,Khanh,Tram
159302297066,2021-01-24 20:12:31,2021-11-21 02:00:29,31,Binary,Ha,Thien,Thuy
898350160323,2024-11-17 04:06:56,2025-05-03 00:31:01,52,Male,Pham,Thien,Quynh
528488267284,2022-03-31 15:16:29,2023-05-03 11:17:10,35,Binary,Nguyen Van,Phuoc,Quynh
321709638438,2022-01-24 16:17:54,2023-11-17 18:43:01,26,Male,Tran Van,Phuoc,Yen
623201363340,2023-02-03 04:15:32,2023-07-12 11:30:14,61,Male,Nguyen Van,Duc,Thuy
780032116003,2025-01-29 17:53:28,2025-05-13 05:10:03,37,Female,Nguyen,Tuan,Hanh
750594478187,2023-07-15 08:23:32,2024-09-15 21:25:47,39,Non-binary,Vu,Thien,Phuong
617036890735,2021-10-25 19:49:03,2022-02-18 09:08:47,46,Binary,Nguyen Van,Phuoc,Thao
695003958137,2022-01-01 23:08:22,2023-05-04 22:56:06,19,Binary,Ngo,Huu,Hanh
784459539312,2024-01-20 17:06:12,2025-05-23 01:42:40,23,Female,Nguyen,Thi,Thao
288154016597,2020-11-13 04:39:10,2024-07-19 22:15:26,29,Male,Vu,Hanh,Mai
932896258372,2025-03-27 18:29:00,2025-04-10 12:31:57,43,Other,Ho Thi,Khanh,Thao
339578764145,2023-12-01 16:57:16,2024-06-25 06:05:57,36,Binary,Nguyen Thi,Van,Mai
729407848366,2022-12-21 13:59:59,2025-04-01 17:16:38,20,Other,Ha,Hai,Thuy
577424713156,2023-01-24 03:20:15,2025-05-08 15:31:35,47,Binary,Le Van,Trung,Thuy
141712560052,2023-02-12 11:51:58,2025-01-07 04:07:03,64,Non-binary,Vu,Hai,Phuong
103874267943,2021-11-13 18:22:15,2023-11-03 15:11:49,33,Male,Ho Thi,Van,Quynh
712286117675,2022-10-06 19:00:25,2023-11-19 14:32:31,26,Female,Duong,Huu,Quynh
697612992095,2020-02-02 02:41:34,2022-08-14 00:46:18,60,Binary,Do,"[\"James\", \"Robert\", \"William\", \"David\", \"Richard\", \"Joseph\", \"Charles\", \"Thomas\", \"Christopher\", \"Daniel\", \"Matthew\", \"Anthony\", \"Mark\", \"Donald\", \"Steven\"]",Linh
993121959478,2020-07-31 11:15:12,2021-12-10 12:09:15,29,Other,Truong,"[\"Lee\", \"Kim\", \"Park\", \"Choi\", \"Lim\", \"Yoon\", \"Cho\", \"Kwon\", \"Im\", \"Jung\", \"Oh\", \"Seo\", \"Han\", \"Ryu\", \"Hwang\"]",Tam
541319731415,2024-10-11 23:06:37,2025-03-26 10:39:47,50,Other,Pham Van,"[\"Lee\", \"Kim\", \"Park\", \"Choi\", \"Lim\", \"Yoon\", \"Cho\", \"Kwon\", \"Im\", \"Jung\", \"Oh\", \"Seo\", \"Han\", \"Ryu\", \"Hwang\"]",Minh
264816457788,2023-07-13 18:06:46,2024-11-11 02:00:50,45,Binary,Le Thi,Thanh,Tam
358116617377,2023-12-26 12:08:42,2024-09-29 10:24:54,53,Male,Dang,Van,Tuyet
439663628602,2022-01-28 21:58:04,2023-05-28 18:30:48,62,Binary,Tran Van,Trung,Quynh
399976816813,2023-01-10 23:44:56,2023-10-18 18:58:16,44,Other,Tran,Tuan,Ngoc
750787536195,2021-06-10 18:28:13,2024-06-19 04:44:01,31,Male,Nguyen Thi,Van,Hanh
726057783347,2022-07-14 13:07:02,2024-01-31 22:38:12,62,Binary,Tran,Tuan,Nhi
887740845644,2023-04-04 21:46:13,2025-01-26 22:13:58,44,Female,Do,Trung,Lan
901131066081,2021-09-20 06:19:39,2023-12-05 00:42:06,47,Non-binary,Nguyen Van,Duc,Lan
907358067594,2021-03-04 10:39:41,2022-09-16 11:39:49,44,Non-binary,Pham Van,Quoc,Quynh
180447846351,2020-11-04 12:19:00,2024-01-14 09:14:44,30,Other,Vo,Tam,Hoa
204970387434,2024-09-03 07:02:20,2025-05-24 11:41:05,34,Male,Tran Thi,Tam,Linh
400924400338,2022-08-26 20:26:53,2023-06-28 18:03:21,52,Non-binary,Ngo,Khanh,Tam
704400313595,2024-07-15 22:05:52,2024-09-22 12:52:39,37,Female,Truong,Minh,Linh
780853580916,2023-07-16 07:13:40,2024-05-29 07:05:44,46,Binary,Pham,Hai,Nhi
586303358816,2024-07-10 08:29:34,2025-05-27 10:12:23,27,Non-binary,Pham Van,Thanh,Trang
643166162547,2022-02-05 08:34:08,2023-04-21 10:22:31,41,Binary,Do,Khanh,Quynh
754018419733,2023-01-15 02:16:07,2025-04-24 11:26:52,25,Binary,"[\"John\", \"Jane\", \"Michael\", \"Sarah\", \"David\", \"Emily\", \"Daniel\", \"Jessica\", \"Matthew\", \"Ashley\", \"Christopher\", \"Amanda\", \"Joshua\", \"Megan\", \"Andrew\"]",Quoc,Hanh
990410785840,2021-01-17 04:23:10,2024-11-27 10:55:50,48,Female,Nguyen Thi,Trung,Phuong
877034869689,2022-07-23 18:03:07,2023-08-10 04:30:22,31,Other,Truong,Huu,Minh
370509250360,2020-03-28 04:46:05,2023-01-28 12:22:01,31,Binary,Bui,Huu,Lan
674633165192,2021-07-31 01:13:50,2025-04-02 06:32:37,59,Non-binary,Vo,Van,Tuyet
924502507450,2020-12-18 22:23:47,2022-06-09 18:49:47,43,Binary,Nguyen,Huu,"[\"Smith\", \"Johnson\", \"Williams\", \"Jones\", \"Brown\", \"Davis\", \"Miller\", \"Wilson\", \"Moore\", \"Taylor\", \"Anderson\", \"Thomas\", \"Jackson\", \"White\", \"Harris\"]"
990973990897,2025-04-17 15:56:54,2025-05-23 09:43:20,23,Other,Dang,Thi,Lan
706170270680,2022-12-28 21:37:55,2024-12-13 10:45:01,27,Binary,Pham,Khanh,Tam
328832449132,2022-05-12 14:45:32,2023-05-17 03:24:52,63,Other,Ly,Khanh,Tam
178174101851,2025-02-25 19:37:10,2025-04-30 07:46:26,40,Female,Pham,Thi,Yen
689696094159,2025-05-28 15:20:12,2025-06-03 08:03:12,62,Male,Le,Nhat,Thuy
192662795423,2025-02-02 06:09:55,2025-02-13 15:59:07,46,Non-binary,Nguyen,Trung,Nhi
